"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/08 14:41:21";="800000036";Nombre RSA avec Diags avec affection post-covid-19;1;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:21";="800000036";Nombre RSA correctement chainés;1;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:21";="800000036";Nombre RSA groupés en CM 90;0;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/11 08:31:17";="600100168";Nombre RSA avec Diags avec affection post-covid-19;3;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:17";="600100168";Nombre RSA correctement chainés;3;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:17";="600100168";Nombre RSA groupés en CM 90;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:15:08";="020000022";Nombre RSA avec Diags avec affection post-covid-19;5;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:08";="020000022";Nombre RSA correctement chainés;5;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:08";="020000022";Nombre RSA groupés en CM 90;0;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";Nombre RSA avec Diags avec affection post-covid-19;2;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";Nombre RSA correctement chainés;2;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:05";="590782439";Nombre RSA groupés en CM 90;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:55:03";="590049565";Nombre RSA avec Diags avec affection post-covid-19;0;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:03";="590049565";Nombre RSA correctement chainés;0;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:03";="590049565";Nombre RSA groupés en CM 90;0;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:45";="020000253";Nombre RSA avec Diags avec affection post-covid-19;6;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:45";="020000253";Nombre RSA correctement chainés;6;2023.7;X020000253;24AUG23;14:38:01
