"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;diag_ct;ponder;ponder_cn;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/08 14:41:20";="800000036";I50    INSUF. CARD.;0;I50;1;1;35;0;0;0;97;97;0;0;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";I50    INSUF. CARD.;0;I50;3;3;13;0;0;0;88.666666667;90;66.666666667;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";D50    ANEMIE PAR CARENCE EN FER;0;D50;1;1;6;0;0;0;52;52;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";E10    DIABETE TYPE 1;0;E10;1;1;8;0;0;0;26;26;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";E86    HYPOVOLEMIE;0;E86;1;1;54;0;0;0;73;73;100;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";H81    ATTEINTES DES FCT. VESTIBULAIRES;0;H81;1;1;24;0;0;0;87;87;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";H82    SYND. VERTIGINEUX AVEC MAL. CL. AILL.;0;H82;1;1;21;0;0;0;84;84;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";K56    ILEUS PARALYTIQUE ET OCCLUSION INTEST. SANS HERNIE;0;K56;1;1;4;0;0;0;81;81;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";K58    SYND. DE L'INTESTIN IRRITABLE;0;K58;1;1;6;0;0;0;81;81;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";K83    MAL. DES VOIES BIL., NCA;0;K83;1;1;6;0;0;0;71;71;100;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";M00    ARTHRITES A BACT. PYOGENES;0;M00;1;1;10;0;0;0;66;66;100;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";M51    ATTEINTES D'AUTRES DISQUES INTERVERTEB.;0;M51;1;1;21;0;0;0;71;71;0;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";N17    INSUF. RENALE AIG.;0;N17;1;1;2;0;0;0;77;77;100;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";R33    RETENTION D'URINE;0;R33;1;1;8;0;0;0;94;94;100;0;2023.7;X600100168;11AUG23;8:30:51
