"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;diag_ct;ponder;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/11 08:31:16";="600100168";U07    CODES POUR USAGE URGENT;0;U07;1;8;0;0;0;79;79;100;100;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/25 12:06:03";="620101337";Z51    SOINS MED., NCA;0;Z51;1;19;0;0;0;62;62;100;0;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/30 11:29:43";="590782421";J90    EPANCHEMENT PLEURAL, NCA;0;J90;1;6;0;0;100;6;6;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 14:39:30";="620101360";J96    INSUF. RESP., NCA;0;J96;1;13;0;0;100;36;36;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/31 10:38:54";="620103440";R50    FIEVRE, NCA OU SAI;0;R50;1;1;0;0;0;58;58;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:54";="620103440";U07    CODES POUR USAGE URGENT;0;U07;1;1;0;0;0;80;80;100;100;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 12:25:31";="020004404";U07    CODES POUR USAGE URGENT;0;U07;1;9;0;100;0;80;80;100;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 15:43:28";="590782215";J12    PNEUMOPATHIES VIRALES, NCA;0;J12;1;8;0;0;0;88;88;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/09/01 09:18:55";="600100721";R51    CEPHALEE;0;R51;1;0;0;0;0;73;73;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:50";="620100057";I50    INSUF. CARD.;0;I50;1;8;0;0;0;100;100;100;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/05 17:45:09";="800000044";R50    FIEVRE, NCA OU SAI;0;R50;1;23;0;0;100;1;1;100;0;2023.7;X800000044;05SEP23;17:44:11
