"champ";"statut";"annee";"periode";"date du resultat";"ipe";gdreg;COUNT;PERCENT;count1;percent1;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/17 14:56:46";="800000093";01 Régime général;201;79.446640316;4593;75.892267019;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:46";="800000093";02 Régime agricole;39;15.415019763;1334;22.042300066;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:46";="800000093";08 Militaires de carrière;6;2.371541502;41;0.677461996;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:46";="800000093";10 Clercs et employés de notaire;1;0.395256917;9;0.1487111699;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:46";="800000093";91 Mutuelle Générale de l'Education Nationale (MGEN);5;1.976284585;67;1.1070720423;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:46";="800000093";99 Autres mutuelles;1;0.395256917;8;0.1321877065;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";01 Régime général;360;82.3798627;8188;78.700499808;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";02 Régime agricole;42;9.6109839817;1211;11.639753941;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";04 SNCF;4;0.9153318078;174;1.6724336794;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";05 RATP;4;0.9153318078;155;1.4898116109;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";08 Militaires de carrière;3;0.6864988558;56;0.5382545175;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";91 Mutuelle Générale de l'Education Nationale (MGEN);20;4.5766590389;542;5.2095347943;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:25";="600100713";99 Autres mutuelles;4;0.9153318078;78;0.7497116494;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";01 Régime général;1253;84.263618023;80454;83.989101273;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";02 Régime agricole;60;4.0349697377;4181;4.3647106722;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";03 Régime Social des Indépendants (RSI);9;0.6052454607;894;0.9332818323;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";04 SNCF;44;2.9589778077;2743;2.863525801;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";08 Militaires de carrière;9;0.6052454607;709;0.7401530415;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";10 Clercs et employés de notaire;4;0.2689979825;379;0.3956530363;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";90 Caisse d'Assurance Maladie des cultes;3;0.2017484869;39;0.040713637;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";91 Mutuelle Générale de l'Education Nationale (MGEN);91;6.1197041022;4714;4.9211303776;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";92 Mutuelle Générale (MG);4;0.2689979825;315;0.3288409141;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";94 Fédération fonctionnaire (SLI);3;0.2017484869;729;0.7610318297;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";96 Mutuelle de la Marine;1;0.0672494956;365;0.3810378846;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:01";="800000523";99 Autres mutuelles;6;0.4034969738;269;0.2808197012;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:07";="800000036";01 Régime général;140;80.924855491;4657;88.435244968;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:07";="800000036";02 Régime agricole;19;10.98265896;240;4.557538929;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:07";="800000036";04 SNCF;3;1.7341040462;53;1.0064565135;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:07";="800000036";08 Militaires de carrière;3;1.7341040462;44;0.8355488036;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:07";="800000036";91 Mutuelle Générale de l'Education Nationale (MGEN);8;4.6242774566;272;5.1652107862;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:03";="800000077";01 Régime général;90;82.568807339;3010;76.357179097;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:03";="800000077";02 Régime agricole;15;13.76146789;718;18.214104515;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:03";="800000077";05 RATP;2;1.8348623853;103;2.6128868595;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:03";="800000077";91 Mutuelle Générale de l'Education Nationale (MGEN);2;1.8348623853;111;2.8158295282;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:30";="800000069";01 Régime général;239;87.545787546;9077;88.530186287;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:30";="800000069";02 Régime agricole;26;9.5238095238;849;8.2805032673;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:30";="800000069";04 SNCF;2;0.7326007326;93;0.9070515947;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:30";="800000069";91 Mutuelle Générale de l'Education Nationale (MGEN);4;1.4652014652;98;0.9558178094;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:30";="800000069";99 Autres mutuelles;2;0.7326007326;136;1.3264410416;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";01 Régime général;742;82.997762864;14176;83.752806333;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";02 Régime agricole;89;9.9552572707;1684;9.9491905944;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";04 SNCF;10;1.1185682327;166;0.9807396904;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:29";="590782652";07 Mineurs et assimilés;4;0.4474272931;135;0.7975895073;2022.12;X590782652;30JAN23;11:42:15
